"NAsySeekAccepted","HomeBorn","IdeoScale","Empathy","Age","Female","EISCED","IncomeDecile","Country"
0,1,4,1,62,1,7,7,"Germany"
1,1,4,8,52,1,3,1,"Germany"
2,1,5,6,49,0,4,1,"Spain"
2,1,5,6,40,1,7,9,"Spain"
0,1,5,5,59,1,3,6,"Germany"
6,1,3,-3,61,1,3,2,"Germany"
1,1,3,2,62,1,3,1,"Germany"
10,1,2,9,50,1,5,4,"Spain"
6,1,6,8,25,1,6,1,"Germany"
7,1,7,2,41,0,6,8,"United Kingdom"
3,1,6,3,61,1,6,10,"Spain"
2,1,5,4,60,1,2,6,"United Kingdom"
6,1,7,6,68,1,4,9,"United Kingdom"
0,1,3,4,42,1,5,9,"United Kingdom"
10,1,5,8,52,1,3,7,"Germany"
0,1,5,-7,65,1,3,1,"Germany"
10,1,6,8,64,1,4,1,"United Kingdom"
0,1,5,4,48,1,6,5,"Germany"
2,1,1,10,63,1,7,4,"Spain"
4,1,7,-1,31,0,6,7,"Germany"
10,1,5,4,57,1,2,4,"United Kingdom"
5,1,1,5,62,1,6,2,"Germany"
0,1,3,5,41,0,7,3,"Germany"
0,1,7,0,32,1,7,4,"Spain"
0,1,5,5,55,0,3,4,"Germany"
5,1,5,4,39,1,7,6,"Spain"
6,1,5,5,66,0,2,3,"United Kingdom"
2,1,5,2,69,1,3,5,"United Kingdom"
2,1,7,3,51,1,1,4,"Spain"
3,0,7,2,66,1,7,5,"Germany"
10,1,0,6,43,1,3,2,"Germany"
3,1,5,2,49,1,3,9,"Germany"
3,1,5,0,29,1,7,2,"Spain"
4,1,3,4,42,0,5,5,"Germany"
4,1,4,6,51,0,6,9,"United Kingdom"
8,1,7,2,52,0,5,1,"Germany"
4,0,9,0,34,1,5,4,"United Kingdom"
3,1,0,3,63,0,5,8,"Germany"
2,1,5,9,50,1,3,9,"Germany"
6,1,5,6,39,1,6,9,"United Kingdom"
4,1,3,4,67,1,2,5,"Germany"
1,1,10,-3,44,0,5,6,"United Kingdom"
5,1,3,3,36,1,7,6,"Spain"
10,1,4,10,20,1,5,1,"Germany"
1,1,8,2,69,0,4,9,"United Kingdom"
3,1,5,8,45,0,5,7,"United Kingdom"
0,1,5,3,55,1,5,3,"United Kingdom"
4,1,7,4,55,0,4,9,"United Kingdom"
7,1,3,2,44,0,7,4,"Germany"
10,1,0,8,70,0,2,8,"Spain"
5,1,6,4,69,0,7,8,"United Kingdom"
5,1,9,1,63,0,3,7,"Germany"
0,1,5,3,56,0,4,4,"United Kingdom"
3,1,0,2,66,1,1,2,"United Kingdom"
5,1,4,6,59,0,7,7,"United Kingdom"
10,1,3,2,61,0,5,1,"Germany"
5,1,3,7,36,1,6,6,"Spain"
2,1,0,2,64,0,7,4,"Germany"
7,1,7,3,33,0,5,2,"Spain"
5,1,4,8,38,1,7,6,"Germany"
0,1,7,-2,39,0,5,5,"Germany"
2,1,3,10,38,0,5,8,"Germany"
7,1,3,5,50,0,5,5,"Germany"
10,1,4,9,29,0,5,5,"Germany"
7,1,0,5,47,0,5,10,"Germany"
0,1,7,5,59,0,4,7,"United Kingdom"
5,1,5,1,52,1,3,7,"Germany"
0,1,3,5,50,0,7,1,"Germany"
10,1,1,7,66,0,7,9,"Germany"
2,1,0,-5,64,0,3,2,"United Kingdom"
5,1,5,3,56,1,3,5,"Germany"
4,1,3,4,66,0,6,2,"Germany"
4,1,3,2,67,0,5,7,"Germany"
0,1,10,0,51,0,3,9,"Germany"
2,1,5,1,50,0,6,6,"United Kingdom"
8,1,1,10,49,1,5,2,"Germany"
9,1,4,-2,53,0,3,1,"Germany"
6,1,6,5,60,1,7,9,"Spain"
8,0,4,7,35,0,5,2,"Germany"
10,1,5,2,56,0,7,9,"Spain"
3,1,5,0,37,1,3,3,"Germany"
0,1,5,1,65,0,5,7,"Germany"
0,1,3,2,67,1,5,5,"Germany"
8,1,6,3,69,0,1,9,"United Kingdom"
6,1,7,1,60,0,2,10,"United Kingdom"
0,1,7,0,35,0,4,4,"Spain"
3,1,5,1,45,1,3,5,"Germany"
9,1,2,3,65,0,6,10,"Germany"
5,1,3,8,49,1,6,2,"United Kingdom"
0,1,5,0,55,0,1,2,"United Kingdom"
4,1,5,2,23,1,3,4,"Germany"
1,1,5,5,32,1,6,4,"Spain"
4,1,5,8,68,0,5,7,"Germany"
6,0,6,5,56,1,5,3,"United Kingdom"
8,1,5,-1,19,0,5,1,"Germany"
5,1,7,6,36,1,7,4,"United Kingdom"
3,1,5,4,68,1,2,8,"United Kingdom"
7,1,6,6,60,1,5,2,"Germany"
8,1,7,-1,27,0,7,7,"Germany"
3,1,7,-1,35,0,3,5,"Germany"
0,1,2,5,52,0,5,10,"Spain"
10,1,1,6,43,0,5,10,"Germany"
0,1,5,2,42,1,6,8,"Spain"
6,1,5,5,50,0,5,7,"Germany"
2,1,10,3,50,0,3,10,"Germany"
10,1,1,6,59,1,3,2,"Germany"
10,1,5,6,46,0,3,2,"Germany"
5,1,5,4,31,1,5,9,"Germany"
2,0,5,3,30,1,6,5,"Germany"
10,1,2,-2,52,0,3,9,"Spain"
3,1,6,12,25,1,3,8,"Germany"
1,1,5,0,39,1,3,2,"Germany"
6,1,3,5,27,1,6,7,"United Kingdom"
3,1,6,3,28,1,6,7,"Germany"
0,1,5,6,29,1,7,9,"Spain"
10,1,0,6,47,1,6,6,"Spain"
2,1,5,4,54,1,4,1,"United Kingdom"
5,1,0,6,55,1,2,4,"Spain"
1,1,5,3,22,1,5,1,"Germany"
6,1,3,3,69,0,3,9,"Germany"
10,1,2,6,46,0,4,5,"United Kingdom"
6,1,4,5,69,1,6,6,"Germany"
7,1,4,2,67,0,3,3,"Germany"
1,1,7,-1,41,1,6,2,"United Kingdom"
8,1,3,4,55,0,7,7,"Germany"
1,1,6,0,49,0,3,5,"Germany"
6,1,2,1,31,1,7,9,"Spain"
0,1,5,0,59,0,3,2,"Germany"
6,1,6,1,62,0,3,8,"Germany"
4,1,2,3,42,0,7,10,"United Kingdom"
9,1,4,10,47,1,5,2,"Spain"
6,1,5,3,50,1,4,5,"United Kingdom"
0,0,8,2,37,0,6,7,"United Kingdom"
0,1,5,5,47,0,2,1,"United Kingdom"
6,1,3,3,31,0,5,7,"Spain"
7,1,5,4,33,1,4,2,"United Kingdom"
3,1,5,-2,50,0,5,5,"Germany"
3,1,5,8,20,0,5,1,"United Kingdom"
8,1,3,5,25,0,6,10,"Germany"
10,1,3,4,37,1,5,1,"Spain"
0,1,4,5,49,0,4,5,"United Kingdom"
10,1,2,2,40,1,7,4,"Spain"
6,1,3,6,55,0,7,9,"Germany"
1,1,7,0,42,0,7,2,"United Kingdom"
7,1,7,5,65,0,3,3,"Germany"
3,1,5,-1,43,0,3,4,"Germany"
8,1,4,5,67,0,3,3,"Germany"
5,1,3,8,50,1,6,4,"Germany"
5,1,7,5,53,0,7,5,"Germany"
5,1,8,9,69,1,5,3,"United Kingdom"
5,1,5,3,40,0,4,3,"United Kingdom"
6,1,3,4,45,0,5,7,"Germany"
0,1,3,4,63,0,4,3,"United Kingdom"
3,1,4,2,48,1,5,3,"United Kingdom"
1,1,6,-1,63,0,5,4,"United Kingdom"
10,1,3,-4,47,1,1,2,"Spain"
1,1,5,-6,54,0,4,2,"United Kingdom"
8,1,2,-1,69,0,6,4,"United Kingdom"
10,1,8,2,62,1,2,5,"Germany"
5,1,3,4,47,1,3,3,"Germany"
3,1,5,5,65,1,3,6,"Germany"
9,1,3,4,33,1,5,5,"Germany"
2,1,5,1,64,0,1,1,"United Kingdom"
0,1,10,0,64,0,3,3,"Germany"
0,1,5,10,61,1,7,1,"Germany"
0,1,6,5,53,1,4,4,"United Kingdom"
6,1,8,0,44,0,2,7,"United Kingdom"
2,1,8,6,51,0,6,9,"Spain"
6,1,2,5,45,1,3,3,"Germany"
0,1,4,8,60,0,7,2,"United Kingdom"
3,1,6,2,59,1,3,7,"United Kingdom"
0,1,5,0,31,0,4,6,"United Kingdom"
10,1,0,3,58,0,6,9,"Spain"
6,1,6,1,64,1,3,2,"United Kingdom"
3,1,1,2,65,0,6,8,"Germany"
5,1,8,0,64,0,1,1,"United Kingdom"
0,1,6,0,55,0,2,5,"Spain"
10,1,5,7,32,1,2,2,"United Kingdom"
4,1,2,4,57,0,7,9,"Germany"
6,1,6,-1,66,0,5,10,"Germany"
10,1,2,6,35,1,5,6,"Germany"
2,1,8,0,67,1,3,5,"Germany"
0,1,5,3,47,1,2,1,"Germany"
0,1,10,0,44,0,3,1,"Germany"
9,1,10,5,65,0,2,1,"United Kingdom"
6,1,1,8,70,1,5,4,"Germany"
2,1,7,0,36,0,3,4,"Germany"
0,1,5,3,55,0,3,3,"United Kingdom"
6,1,5,-1,32,0,7,7,"Germany"
5,1,5,2,53,0,4,8,"United Kingdom"
4,1,0,-2,116,1,3,1,"United Kingdom"
5,1,5,3,27,0,5,9,"Germany"
0,1,5,1,48,0,2,3,"United Kingdom"
6,1,2,0,40,0,3,3,"Spain"
9,1,5,6,64,1,4,3,"United Kingdom"
0,1,8,-4,63,0,3,1,"Germany"
10,1,3,6,35,0,7,4,"Spain"
6,1,3,-3,54,0,3,6,"Germany"
5,1,5,5,70,0,3,3,"United Kingdom"
5,1,9,0,62,0,2,6,"United Kingdom"
8,1,7,-1,27,0,5,8,"Germany"
5,1,3,4,42,0,3,2,"United Kingdom"
1,1,6,0,47,0,5,8,"Germany"
4,1,3,9,42,1,5,2,"United Kingdom"
0,1,7,1,45,1,5,2,"United Kingdom"
10,1,8,-1,24,1,5,1,"United Kingdom"
3,1,5,-1,26,0,6,4,"Germany"
2,1,6,4,40,0,3,10,"Germany"
9,1,5,5,64,1,3,3,"Germany"
3,1,5,-3,40,0,5,3,"Germany"
2,1,5,5,44,0,4,3,"United Kingdom"
3,1,2,5,67,0,3,5,"United Kingdom"
6,1,3,4,64,1,3,7,"Germany"
4,1,5,4,42,1,3,1,"Germany"
4,1,4,4,63,1,6,5,"Germany"
2,1,3,0,40,1,5,7,"Spain"
10,1,3,8,40,0,5,1,"Germany"
0,1,5,7,42,0,5,3,"United Kingdom"
0,1,10,-4,69,0,1,4,"United Kingdom"
2,1,4,5,39,1,5,8,"Germany"
9,1,1,8,22,1,5,6,"Germany"
0,1,6,3,50,1,1,8,"United Kingdom"
8,1,6,4,60,0,4,10,"United Kingdom"
5,1,5,-5,62,0,3,1,"United Kingdom"
2,1,4,0,70,0,3,3,"United Kingdom"
5,1,8,-1,29,0,5,6,"Germany"
4,1,4,9,70,0,6,5,"United Kingdom"
7,1,1,8,34,1,3,1,"Germany"
2,1,5,6,45,1,3,4,"Spain"
5,1,7,4,65,0,7,10,"United Kingdom"
0,1,5,0,28,0,7,3,"Spain"
0,1,1,8,53,1,2,2,"Spain"
4,1,5,5,30,1,3,5,"Germany"
8,1,5,10,38,0,5,4,"United Kingdom"
5,1,0,8,58,0,6,1,"United Kingdom"
10,1,3,6,42,0,7,7,"Spain"
5,1,10,3,38,1,5,4,"Germany"
0,1,3,-4,47,1,5,6,"Germany"
9,1,5,4,67,1,3,7,"Germany"
8,1,5,3,41,1,4,1,"United Kingdom"
4,1,7,4,45,1,7,4,"Spain"
9,1,5,6,48,0,4,2,"United Kingdom"
7,1,3,8,53,0,3,6,"Germany"
6,1,5,2,50,1,3,1,"Germany"
10,1,3,5,39,1,5,10,"Spain"
5,1,3,1,66,0,5,5,"Germany"
0,1,5,5,27,1,3,4,"Germany"
9,1,2,4,62,1,2,6,"Spain"
4,1,3,7,32,1,4,8,"United Kingdom"
8,1,6,6,42,0,7,10,"Spain"
2,1,5,5,48,1,4,5,"Spain"
8,1,0,8,61,1,5,9,"Germany"
4,1,5,7,69,1,5,2,"United Kingdom"
3,1,5,7,63,1,3,8,"United Kingdom"
9,1,6,-1,34,0,7,6,"Germany"
0,1,5,2,64,0,6,10,"United Kingdom"
4,1,6,2,25,0,5,3,"Spain"
10,1,3,7,68,1,3,3,"Germany"
8,1,3,4,54,0,3,5,"Germany"
3,1,4,2,33,0,6,7,"Germany"
9,1,4,6,31,0,6,9,"Spain"
0,1,6,8,52,0,7,9,"Spain"
3,1,7,4,39,0,3,4,"Spain"
7,1,5,2,57,0,4,7,"United Kingdom"
5,1,4,0,69,1,3,2,"United Kingdom"
6,1,5,0,49,0,7,1,"Germany"
0,1,6,0,38,1,7,5,"Spain"
2,0,6,4,47,1,5,4,"Spain"
6,0,5,5,63,1,5,6,"United Kingdom"
8,1,2,0,39,0,3,2,"Spain"
10,1,5,0,51,0,5,5,"Spain"
1,0,5,5,50,0,5,4,"Germany"
2,1,6,4,32,1,5,3,"Germany"
5,1,5,4,63,1,3,4,"Germany"
1,1,2,2,47,0,5,1,"Spain"
0,1,0,4,55,1,7,7,"Germany"
6,1,4,2,49,0,4,8,"United Kingdom"
0,1,7,0,64,1,4,2,"United Kingdom"
5,1,5,3,58,1,3,5,"Germany"
0,1,5,1,25,1,1,1,"United Kingdom"
8,1,10,-1,26,0,1,2,"Spain"
3,1,5,2,50,1,7,5,"Germany"
7,1,4,6,67,1,3,9,"Germany"
6,1,2,0,36,0,7,8,"Spain"
3,1,4,6,40,0,7,7,"Germany"
1,1,2,0,41,1,2,5,"Spain"
0,0,5,6,64,0,5,6,"United Kingdom"
0,1,5,-2,62,0,2,7,"Germany"
3,1,4,5,67,0,7,6,"Germany"
4,1,5,8,51,1,3,3,"Germany"
5,1,4,4,57,0,6,8,"Germany"
4,1,5,10,51,0,7,3,"Germany"
10,1,3,7,47,1,7,2,"Spain"
10,1,1,7,48,1,7,5,"Spain"
1,1,4,10,55,1,5,8,"United Kingdom"
8,1,2,5,63,0,3,6,"Germany"
5,1,5,9,60,1,6,1,"United Kingdom"
5,1,4,2,26,1,6,4,"Spain"
8,1,3,8,46,0,3,10,"Germany"
3,1,6,8,26,0,4,6,"United Kingdom"
0,1,5,6,57,0,5,7,"United Kingdom"
4,1,3,6,63,1,3,2,"Germany"
4,1,4,9,45,1,7,1,"Spain"
10,1,0,3,44,0,2,3,"Spain"
0,1,8,-2,52,0,5,3,"United Kingdom"
2,1,5,1,59,0,3,2,"Germany"
1,1,5,1,66,1,4,5,"United Kingdom"
5,1,5,4,68,1,4,8,"United Kingdom"
4,1,5,5,68,1,3,2,"United Kingdom"
3,1,2,-1,51,1,2,1,"Spain"
0,1,3,10,42,0,5,6,"Spain"
9,1,4,0,38,0,5,6,"Germany"
6,1,4,9,64,1,3,8,"Germany"
3,1,3,5,55,1,5,7,"United Kingdom"
0,1,10,1,57,1,6,4,"United Kingdom"
1,1,5,-1,45,0,3,8,"Germany"
2,1,7,2,31,0,5,4,"United Kingdom"
1,1,6,3,61,0,6,6,"United Kingdom"
3,1,0,12,47,0,4,3,"United Kingdom"
7,1,5,4,63,1,5,3,"United Kingdom"
0,1,5,0,31,1,7,4,"Spain"
3,1,6,5,55,0,3,1,"Germany"
5,1,5,4,59,1,7,9,"Spain"
3,1,5,4,60,1,3,4,"Germany"
7,1,0,-2,40,1,2,2,"Spain"
1,1,8,-2,51,0,5,8,"Germany"
6,1,5,4,68,1,2,6,"Spain"
3,1,5,4,55,0,6,3,"United Kingdom"
0,1,7,1,62,0,3,5,"Germany"
4,1,3,4,47,0,3,5,"Germany"
3,1,5,3,26,1,5,1,"Germany"
0,1,7,-2,46,0,7,8,"United Kingdom"
2,1,3,2,56,1,6,8,"Spain"
10,1,4,10,55,0,6,9,"Spain"
0,1,5,1,48,1,2,4,"United Kingdom"
4,1,4,1,49,0,1,1,"Spain"
10,1,3,10,45,0,7,9,"Germany"
9,1,6,4,64,1,7,8,"Spain"
2,1,5,1,41,0,5,2,"Spain"
0,1,1,0,47,1,3,4,"Spain"
0,1,5,0,39,1,2,2,"Spain"
2,1,4,3,44,1,4,2,"United Kingdom"
0,1,5,10,61,1,5,1,"United Kingdom"
3,1,5,10,47,1,6,3,"Spain"
6,1,3,5,58,0,2,2,"Spain"
6,1,6,4,32,0,7,7,"Germany"
0,1,5,9,26,1,3,1,"United Kingdom"
8,1,6,1,45,0,3,9,"Germany"
2,1,5,-3,67,0,3,1,"Germany"
2,1,5,3,23,1,6,3,"Germany"
4,1,4,-2,49,0,3,6,"Germany"
2,1,7,2,58,1,6,9,"United Kingdom"
2,1,2,1,24,1,6,4,"Spain"
7,1,6,5,68,1,1,10,"United Kingdom"
6,1,1,3,26,1,7,4,"Spain"
0,1,6,-4,45,0,4,6,"United Kingdom"
5,1,5,-3,52,1,4,3,"United Kingdom"
8,1,3,3,63,1,3,7,"Germany"
9,1,6,6,53,0,4,2,"United Kingdom"
9,1,5,9,36,0,4,3,"United Kingdom"
5,1,0,4,37,0,5,1,"Spain"
10,0,5,6,43,0,3,1,"Spain"
2,1,5,6,60,1,2,2,"United Kingdom"
5,1,4,7,38,0,7,10,"Spain"
9,1,4,0,62,0,3,4,"Germany"
5,1,4,3,67,1,6,2,"United Kingdom"
10,1,3,6,33,1,5,10,"Germany"
1,1,6,1,52,1,3,2,"Germany"
3,1,8,3,61,0,4,4,"United Kingdom"
6,1,5,0,60,1,5,1,"Germany"
3,1,2,8,48,0,6,7,"United Kingdom"
2,0,7,3,49,0,7,7,"Germany"
8,1,0,9,39,0,2,6,"Spain"
10,1,5,10,57,1,6,4,"Germany"
9,1,3,-1,43,0,6,9,"Spain"
9,1,5,3,49,0,5,6,"Spain"
10,1,7,0,33,1,1,3,"Spain"
0,1,5,10,56,0,3,2,"United Kingdom"
4,1,6,2,46,1,5,5,"Germany"
3,1,5,10,55,1,7,9,"Spain"
6,1,4,7,54,1,7,10,"Spain"
2,1,4,1,33,0,5,4,"Germany"
8,1,3,7,54,0,3,3,"Germany"
0,1,1,0,59,0,5,10,"United Kingdom"
3,1,6,6,56,0,6,10,"United Kingdom"
6,1,7,6,45,0,3,8,"Germany"
7,1,6,5,32,1,7,2,"Spain"
3,1,6,5,44,0,7,7,"Spain"
0,1,5,0,29,0,2,2,"Germany"
1,1,2,7,40,1,5,4,"Germany"
7,1,5,10,46,1,1,1,"Spain"
3,1,7,1,27,0,6,6,"United Kingdom"
9,1,5,8,28,1,4,8,"United Kingdom"
6,1,3,2,62,0,5,5,"Germany"
8,1,4,2,29,1,7,9,"Spain"
3,1,5,7,46,1,2,1,"Spain"
0,1,7,6,33,1,2,5,"Germany"
5,1,6,-1,43,1,6,4,"Spain"
0,0,7,1,67,0,1,1,"United Kingdom"
5,1,5,-4,39,0,6,8,"Germany"
1,1,5,2,67,0,4,5,"United Kingdom"
8,1,6,4,57,0,5,7,"Germany"
2,1,8,10,39,1,6,10,"United Kingdom"
0,1,7,1,54,0,3,7,"Germany"
4,1,0,2,47,0,2,1,"Germany"
2,0,5,7,47,0,5,8,"Germany"
4,0,6,1,60,1,6,4,"United Kingdom"
2,1,1,5,38,1,3,5,"Spain"
5,1,6,7,60,1,6,9,"Spain"
0,1,5,0,45,1,1,2,"Spain"
2,1,6,0,59,0,7,6,"Germany"
9,1,3,6,45,0,5,9,"Germany"
4,1,10,0,67,0,1,1,"Spain"
1,1,6,3,64,0,7,2,"United Kingdom"
1,1,3,2,43,1,2,1,"Spain"
7,1,4,1,42,1,3,9,"United Kingdom"
8,1,5,4,62,1,3,5,"Germany"
3,1,6,8,47,1,2,4,"Spain"
6,1,5,10,62,1,3,5,"Germany"
0,1,8,6,52,0,2,4,"United Kingdom"
3,1,6,6,40,0,7,10,"Spain"
1,1,4,2,53,1,7,1,"United Kingdom"
4,1,2,4,50,1,4,9,"Spain"
1,1,7,5,61,1,5,9,"Germany"
2,1,5,6,63,1,5,9,"Germany"
1,1,4,3,51,1,5,9,"Germany"
10,1,3,8,45,1,7,4,"Spain"
4,1,6,-1,31,0,3,3,"Germany"
0,1,5,5,47,0,2,7,"Spain"
0,1,5,1,32,1,6,4,"Spain"
5,1,2,7,57,0,5,1,"United Kingdom"
5,1,3,8,67,0,5,5,"Germany"
7,1,4,6,25,0,3,2,"Spain"
1,1,8,4,41,0,6,10,"United Kingdom"
3,0,5,0,34,1,5,4,"Germany"
9,1,3,2,51,0,3,4,"Spain"
0,1,4,5,54,0,4,8,"United Kingdom"
6,1,5,3,51,1,6,7,"Spain"
5,1,5,0,49,0,5,6,"Germany"
3,1,6,4,46,1,5,9,"Spain"
3,1,5,6,48,1,3,2,"Germany"
2,1,7,2,44,0,2,2,"United Kingdom"
3,1,4,3,52,1,4,2,"United Kingdom"
5,1,5,5,29,0,3,10,"United Kingdom"
4,1,3,5,61,0,7,9,"Germany"
7,1,0,7,44,1,5,4,"Spain"
5,1,4,4,42,0,2,9,"United Kingdom"
0,1,6,2,50,0,7,1,"Germany"
0,0,5,4,26,0,2,1,"Spain"
0,1,5,-1,53,1,3,5,"Spain"
5,1,3,4,55,0,5,9,"United Kingdom"
4,0,4,2,45,0,4,9,"United Kingdom"
2,1,5,-3,26,0,1,3,"Spain"
10,1,2,5,29,1,5,3,"Spain"
10,1,0,6,30,1,5,8,"United Kingdom"
10,1,3,0,26,1,7,8,"Spain"
4,1,3,2,33,0,3,3,"Germany"
7,1,4,5,44,0,6,6,"Germany"
8,1,5,8,28,1,7,2,"United Kingdom"
10,1,1,7,34,0,7,1,"Spain"
7,1,5,1,29,0,7,3,"United Kingdom"
5,1,5,1,45,0,5,1,"Germany"
0,1,4,0,62,1,2,7,"United Kingdom"
9,1,4,0,42,0,2,3,"Spain"
4,1,5,6,43,1,3,6,"Germany"
5,1,1,3,28,1,5,3,"Spain"
4,1,5,5,44,0,4,6,"United Kingdom"
0,1,7,0,60,0,4,2,"Spain"
5,1,4,5,49,0,3,6,"Germany"
9,1,2,1,50,0,3,9,"Spain"
7,1,5,6,44,0,1,8,"United Kingdom"
2,1,3,5,66,1,5,2,"United Kingdom"
0,1,5,-4,45,0,5,8,"Spain"
10,1,5,4,56,1,3,4,"Germany"
10,1,5,3,30,1,5,2,"Germany"
2,1,3,3,32,1,6,7,"Spain"
4,1,8,8,69,1,5,1,"Germany"
10,1,2,-1,46,1,7,9,"Spain"
2,1,5,5,61,0,3,4,"Germany"
10,1,5,4,62,1,5,2,"Germany"
10,1,5,5,51,1,7,6,"Spain"
4,1,7,-1,45,0,6,8,"United Kingdom"
5,1,5,2,27,0,6,5,"Germany"
10,1,0,3,32,1,5,4,"Spain"
7,1,5,-1,36,1,3,7,"Germany"
3,1,2,2,57,0,3,7,"United Kingdom"
4,1,5,2,62,1,6,6,"Germany"
1,1,5,7,54,1,5,7,"United Kingdom"
3,1,4,5,35,1,7,6,"Germany"
10,1,5,8,55,1,7,7,"Spain"
2,1,7,3,37,1,6,9,"Spain"
7,1,5,6,32,0,5,3,"Germany"
7,1,2,6,35,0,7,7,"Germany"
0,1,5,2,29,1,2,1,"Spain"
2,1,5,5,63,1,1,3,"United Kingdom"
10,1,6,3,64,1,5,5,"United Kingdom"
5,1,7,-1,34,0,6,9,"United Kingdom"
0,1,5,0,29,1,5,1,"Spain"
5,1,5,5,49,1,3,5,"Germany"
0,0,5,0,44,0,6,8,"Germany"
10,1,0,9,28,1,6,2,"Spain"
10,1,2,7,38,1,2,9,"Spain"
0,0,5,-2,32,0,6,9,"Spain"
4,1,5,0,46,0,5,9,"Germany"
10,1,0,8,52,1,5,5,"Spain"
3,1,5,2,51,1,5,7,"United Kingdom"
10,1,5,3,21,1,5,4,"Germany"
10,1,2,10,58,0,7,9,"United Kingdom"
4,1,5,0,41,0,5,1,"United Kingdom"
1,1,5,7,43,1,3,5,"United Kingdom"
8,1,5,3,25,0,3,3,"Germany"
9,1,7,7,33,1,6,10,"Spain"
5,1,6,0,42,0,4,5,"Spain"
4,1,5,2,65,1,6,4,"United Kingdom"
2,1,8,5,48,0,4,1,"United Kingdom"
0,1,5,0,34,0,6,5,"United Kingdom"
1,1,6,3,40,1,5,7,"Germany"
3,1,2,4,30,1,4,9,"Spain"
6,1,6,8,61,1,5,1,"United Kingdom"
9,0,2,7,24,1,6,2,"Germany"
5,1,5,2,30,1,2,2,"Spain"
5,1,6,5,45,0,6,8,"Germany"
10,1,5,4,43,1,3,7,"Spain"
5,1,4,5,27,0,7,2,"Germany"
0,1,5,0,30,1,6,3,"Spain"
0,1,5,-2,45,0,6,7,"Germany"
8,1,6,5,59,0,6,5,"United Kingdom"
0,1,4,5,60,1,3,9,"Spain"
6,1,6,3,57,0,6,4,"Germany"
0,1,5,0,37,1,4,1,"United Kingdom"
6,1,4,4,51,1,3,4,"Germany"
0,1,5,7,59,0,6,9,"Spain"
7,1,5,3,49,0,5,7,"Germany"
1,1,6,2,48,0,5,1,"Germany"
4,1,3,2,67,0,4,4,"United Kingdom"
0,1,5,0,32,1,6,7,"United Kingdom"
9,1,5,7,39,0,4,1,"United Kingdom"
10,1,2,9,55,1,3,1,"Spain"
7,1,3,1,35,1,3,4,"Spain"
0,1,5,-5,43,0,7,5,"Spain"
7,1,2,5,39,0,6,4,"Spain"
7,1,5,5,36,0,5,1,"Germany"
0,1,4,2,64,1,6,8,"United Kingdom"
0,1,5,4,69,1,6,3,"United Kingdom"
0,1,5,4,42,1,1,1,"United Kingdom"
2,1,4,9,35,1,7,4,"Spain"
4,0,5,4,24,1,5,1,"Germany"
2,1,4,6,45,1,7,4,"Germany"
2,1,8,10,53,0,3,3,"Germany"
3,1,7,4,70,0,6,6,"United Kingdom"
9,1,6,3,51,1,7,4,"United Kingdom"
6,1,6,2,35,1,3,8,"Germany"
1,1,5,0,40,0,7,6,"Spain"
7,1,7,-1,56,0,2,5,"United Kingdom"
6,1,5,5,47,0,3,1,"Germany"
1,0,5,8,53,1,2,4,"Spain"
8,1,3,9,40,1,4,3,"United Kingdom"
0,1,5,6,48,1,4,5,"United Kingdom"
0,1,0,4,26,1,6,7,"United Kingdom"
4,1,5,4,27,0,5,2,"United Kingdom"
0,1,3,6,41,0,7,5,"Spain"
4,1,5,4,44,1,4,1,"United Kingdom"
9,1,7,3,20,1,4,1,"United Kingdom"
10,0,5,5,47,0,1,3,"United Kingdom"
10,1,0,12,62,0,7,10,"Spain"
3,1,5,2,27,1,1,7,"Germany"
3,1,1,-2,26,0,7,3,"Spain"
5,1,6,2,41,0,3,8,"Germany"
2,1,2,7,62,0,3,4,"Spain"
0,1,7,5,42,1,2,2,"Spain"
2,1,5,0,74,0,5,7,"Germany"
4,1,6,11,61,0,4,8,"United Kingdom"
4,1,7,2,26,1,3,4,"Germany"
1,1,5,0,34,0,3,1,"United Kingdom"
0,1,10,-4,45,0,2,3,"Spain"
0,1,1,5,40,1,7,10,"Germany"
0,1,8,-2,54,1,5,5,"United Kingdom"
4,1,5,0,31,1,5,2,"United Kingdom"
0,1,4,1,20,0,1,2,"United Kingdom"
5,1,7,9,56,1,4,7,"Spain"
10,1,5,9,39,1,7,2,"Spain"
6,1,5,10,56,1,3,2,"Germany"
10,1,4,6,35,0,5,8,"Spain"
1,1,3,-3,35,1,7,5,"Germany"
0,1,5,3,67,1,1,1,"United Kingdom"
0,1,5,-3,44,0,4,8,"United Kingdom"
5,1,5,6,61,1,6,1,"United Kingdom"
8,1,2,6,48,0,4,8,"Spain"
7,1,1,2,25,0,5,2,"Germany"
10,1,1,1,56,0,5,1,"Germany"
0,1,10,0,61,0,4,10,"United Kingdom"
5,1,5,5,54,0,3,1,"Germany"
4,1,7,8,46,1,2,1,"Spain"
4,1,3,9,65,1,6,4,"Spain"
10,1,4,1,65,0,2,1,"Spain"
5,1,5,0,42,0,2,1,"Spain"
10,1,2,0,47,1,2,4,"Spain"
6,1,5,8,53,1,3,7,"Germany"
5,1,5,5,59,1,4,5,"United Kingdom"
2,1,7,2,58,1,3,1,"Germany"
5,1,5,4,69,0,6,9,"Germany"
6,1,3,5,37,1,7,6,"Spain"
3,1,6,1,49,0,3,1,"Germany"
2,1,7,4,41,0,3,3,"Germany"
